,x,y,time
0,-1.27423894405365,0.2817309498786926,0.0
1,-1.218724250793457,1.3334978818893433,0.0
2,-3.0416171550750732,2.2715413570404053,0.0
3,-0.9966399669647217,-1.9664655923843384,0.0
4,-3.841845989227295,2.3178598880767822,0.0
5,-0.8465174436569214,-4.547460079193115,0.0
6,-1.778668761253357,2.1915385723114014,0.0
7,-1.1475484371185303,-2.81552791595459,0.0
8,-1.9291059970855713,-2.653341770172119,0.0
9,-1.4729915857315063,-3.594466209411621,0.0
10,-1.072458267211914,1.2041395902633667,0.0
11,-1.344564437866211,0.4784296154975891,0.0
12,-0.11268067359924316,-1.9045593738555908,0.0
13,-2.805560827255249,2.411195993423462,0.0
14,-1.717373251914978,-2.313647747039795,0.0
15,-1.2433581352233887,-0.07417885959148407,0.0
16,-1.2746530771255493,0.7175950407981873,0.0
17,0.6651575565338135,-2.817727565765381,0.0
18,-0.7659018039703369,-2.248891592025757,0.0
19,-1.1906237602233887,-3.352339744567871,0.0
20,-0.09045308828353882,-2.6618988513946533,0.0
21,3.99271821975708,-4.86374044418335,0.0
22,-2.1564226150512695,2.3885645866394043,0.0
23,5.26283073425293,-4.003832817077637,0.0
24,4.859931468963623,-4.767573356628418,0.0
25,-1.2818812131881714,1.0320481061935425,0.0
26,-0.025622118264436722,-2.1932857036590576,0.0
27,5.169930458068848,-3.962418556213379,0.0
28,0.1786351054906845,-3.0097644329071045,0.0
29,-1.2044867277145386,1.3235312700271606,0.0
30,-1.2875707149505615,-0.5043418407440186,0.0
31,-1.7206000089645386,-1.7414920330047607,0.0
32,-1.3886563777923584,1.5733431577682495,0.0
33,0.2202228307723999,-2.8386523723602295,0.0
34,4.809485912322998,-4.2229814529418945,0.0
35,-0.7560742497444153,-1.9375096559524536,0.0
36,5.338570594787598,-4.191361904144287,0.0
37,-1.774255633354187,-2.3922410011291504,0.0
38,-1.1643621921539307,0.8980892300605774,0.0
39,-1.4729915857315063,-3.594466209411621,0.0
40,-1.3302321434020996,1.543687105178833,0.0
41,-0.9328233003616333,-1.9114049673080444,0.0
42,-1.0753657817840576,-0.6944199204444885,0.0
43,-1.3143309354782104,1.6592414379119873,0.0
44,-3.841845989227295,2.3178598880767822,0.0
45,-1.9135010242462158,-2.335679292678833,0.0
46,-1.4442521333694458,0.06971599906682968,0.0
47,-2.961914300918579,2.700580358505249,0.0
48,0.2078094333410263,-2.395479202270508,0.0
49,-2.7221524715423584,1.6678712368011475,0.0
50,-1.2881096601486206,-2.814093589782715,0.0
51,-1.7518584728240967,1.77236008644104,0.0
52,-1.0578598976135254,-1.9987151622772217,0.0
53,-1.2846291065216064,-0.5600298643112183,0.0
54,-1.9205042123794556,-2.4042201042175293,0.0
55,4.836760997772217,-4.212437629699707,0.0
56,-1.4704533815383911,0.47408127784729004,0.0
57,-1.1372627019882202,-0.270119845867157,0.0
58,-0.32153236865997314,-2.7941670417785645,0.0
59,-2.0217068195343018,-2.167379140853882,0.0
60,0.042522020637989044,-0.09808024019002914,0.0
61,-0.8616523742675781,-1.5114293098449707,0.0
62,-0.5311099886894226,-3.331965446472168,0.0
63,-1.5178189277648926,-2.0608460903167725,0.0
64,-1.206322193145752,0.12990492582321167,0.0
65,-1.1448551416397095,0.6154868602752686,0.0
66,-2.5647547245025635,2.2882204055786133,0.0
67,0.3715447187423706,-2.6074984073638916,0.0
68,-1.5891048908233643,-2.178800344467163,0.0
69,0.6651575565338135,-2.817727565765381,0.0
70,-2.2991268634796143,-1.6773462295532227,0.0
71,-1.733897089958191,-2.987338066101074,0.0
72,-0.25631606578826904,-2.9154164791107178,0.0
73,-0.6374727487564087,-1.8677667379379272,0.0
74,-0.9214312434196472,-2.192746639251709,0.0
75,-2.2864370346069336,-2.7570979595184326,0.0
76,-1.677385687828064,-1.2502927780151367,0.0
77,-1.5930429697036743,-2.072222948074341,0.0
78,3.2230167388916016,-4.906040668487549,0.0
79,-1.4272805452346802,0.6357346773147583,0.0
80,0.46000564098358154,-2.99326753616333,0.0
81,-2.1146059036254883,1.9377868175506592,0.0
82,-1.2403409481048584,-3.9791665077209473,0.0
83,-0.4419565200805664,-1.792342185974121,0.0
84,-2.3423333168029785,-1.5188751220703125,0.0
85,3.9596869945526123,-4.602388858795166,0.0
86,-1.667356252670288,-2.596186399459839,0.0
87,-1.53107488155365,-3.770148277282715,0.0
88,-1.2811717987060547,-0.48042190074920654,0.0
89,4.648534297943115,-4.554783344268799,0.0
90,-1.089557409286499,0.9505121111869812,0.0
91,-2.04653000831604,1.867391586303711,0.0
