,x,y,time
0,0.0009383393335156143,-3.094369888305664,0.0
1,-0.1476384997367859,-2.9518539905548096,0.0
2,5.602577209472656,-3.788328170776367,0.0
3,-0.2456190288066864,-2.891359329223633,0.0
4,0.4306984841823578,-3.014591693878174,0.0
5,5.1006011962890625,-4.094633102416992,0.0
6,4.5947723388671875,-4.286742210388184,0.0
7,3.2230167388916016,-4.906040668487549,0.0
8,-1.76983642578125,-2.5452840328216553,0.0
9,-1.2430424690246582,0.7841248512268066,0.0
10,-1.1972486972808838,-2.255131244659424,0.0
11,-0.7500154972076416,-2.2801923751831055,0.0
12,-2.3397939205169678,-2.178403377532959,0.0
13,-1.4212126731872559,-3.7462940216064453,0.0
14,-0.3001132309436798,-4.495596408843994,0.0
15,-1.631724238395691,1.8863011598587036,0.0
16,0.6598894596099854,-3.018043279647827,0.0
17,-1.3204644918441772,0.8324342966079712,0.0
18,-0.6782150864601135,-1.8285915851593018,0.0
19,-0.4949105978012085,-2.4783217906951904,0.0
20,3.4342427253723145,-5.170041084289551,0.0
21,-0.9294341206550598,-2.467291831970215,0.0
22,-1.2207391262054443,1.4061256647109985,0.0
23,0.03868471831083298,-2.8027846813201904,0.0
24,-0.9037714600563049,-1.951601266860962,0.0
25,-2.834967613220215,0.5977659225463867,0.0
26,-1.1210284233093262,-0.8747354745864868,0.0
27,-2.0318973064422607,1.7044886350631714,0.0
28,-1.084598422050476,-1.9120622873306274,0.0
29,-1.048860788345337,1.3831875324249268,0.0
30,-1.6167126893997192,-0.566935658454895,0.0
31,-0.8538187146186829,-3.1363346576690674,0.0
32,-2.4808225631713867,2.2797651290893555,0.0
33,-1.6256623268127441,1.8039844036102295,0.0
34,-2.403341054916382,-1.4814997911453247,0.0
35,-1.2343498468399048,-2.801450490951538,0.0
36,5.179954528808594,-3.967416524887085,0.0
37,0.04661865904927254,-3.125434160232544,0.0
38,-1.2770719528198242,1.719792127609253,0.0
39,5.496469974517822,-4.126131057739258,0.0
40,-1.7170162200927734,-1.1700338125228882,0.0
41,-0.2696080207824707,-2.2694332599639893,0.0
42,-1.3361948728561401,-3.940246105194092,0.0
43,-1.7625442743301392,-3.467118978500366,0.0
44,-0.8017959594726562,-4.277966022491455,0.0
45,-0.2088521271944046,-1.0407743453979492,0.0
46,-0.3122873902320862,-2.231199026107788,0.0
47,-0.7960015535354614,-2.2110934257507324,0.0
48,-2.0792343616485596,-3.2177021503448486,0.0
49,-1.6262426376342773,0.9203658699989319,0.0
50,3.667259931564331,-4.914696216583252,0.0
51,4.396732330322266,-4.792748928070068,0.0
52,-2.2818901538848877,-1.6756870746612549,0.0
53,-1.313755750656128,1.3200860023498535,0.0
54,0.5324113965034485,-1.92554771900177,0.0
55,4.615454196929932,-4.301263332366943,0.0
56,-1.7512203454971313,-2.605353832244873,0.0
57,-1.581059217453003,-2.0141592025756836,0.0
58,0.4084603786468506,-3.1028411388397217,0.0
59,-1.4103212356567383,-3.5462052822113037,0.0
60,-1.305137038230896,-3.760111093521118,0.0
61,-3.6177380084991455,2.9416868686676025,0.0
62,6.034955978393555,-3.619002342224121,0.0
63,-1.2117218971252441,1.6491221189498901,0.0
64,-1.160390019416809,1.3013614416122437,0.0
65,-0.7393054962158203,-0.36057496070861816,0.0
66,-2.175022602081299,1.0402387380599976,0.0
67,5.111500263214111,-4.033222198486328,0.0
68,-1.041732668876648,1.3600554466247559,0.0
69,-2.504927396774292,1.8884587287902832,0.0
70,-1.1906237602233887,-3.352339744567871,0.0
71,-1.1596895456314087,0.4654795825481415,0.0
72,-1.4237126111984253,1.7386722564697266,0.0
73,-0.3021795451641083,-1.889370322227478,0.0
74,-1.1292638778686523,0.603329062461853,0.0
75,-1.9557831287384033,2.5627317428588867,0.0
76,-0.3919507563114166,-1.9238817691802979,0.0
77,-1.2326289415359497,-4.2262654304504395,0.0
78,-0.7107049822807312,-1.9396083354949951,0.0
79,-1.1372627019882202,-0.270119845867157,0.0
80,-1.2299481630325317,0.5691598057746887,0.0
81,-2.078366756439209,-2.483609199523926,0.0
82,-0.9364988207817078,-3.0824835300445557,0.0
83,-2.137640953063965,1.2873666286468506,0.0
84,-2.512845516204834,2.497368097305298,0.0
85,-0.40624910593032837,-2.6640594005584717,0.0
86,-0.4419565200805664,-1.792342185974121,0.0
87,-1.4327335357666016,-2.4416017532348633,0.0
88,-0.8020572066307068,-2.313298225402832,0.0
89,0.3715447187423706,-2.6074984073638916,0.0
90,4.355021953582764,-4.5528244972229,0.0
91,-1.1512190103530884,1.0349595546722412,0.0
92,-0.14942841231822968,-4.019927024841309,0.0
93,-0.65507572889328,-3.7247138023376465,0.0
94,-2.2942912578582764,1.649439811706543,0.0
95,-1.359758734703064,-1.628895878791809,0.0
96,-2.999431610107422,2.967982769012451,0.0
97,-1.1534897089004517,-0.7742909789085388,0.0
98,-1.3971058130264282,1.3582763671875,0.0
99,-1.3102132081985474,0.02326367050409317,0.0
100,-0.9271949529647827,-2.123944044113159,0.0
